,Unnamed: 0,time,machine_id,cpus,memory,cluster
0,0,0,92126449465,1.0,0.5,1.0
1,1,0,92065249319,1.0,0.5,1.0
2,2,0,92046587157,1.0,0.5,1.0
3,3,0,92048363107,1.0,0.5,1.0
4,4,0,92035409124,1.0,0.5,1.0
5,5,0,91995715170,1.0,0.5,1.0
6,6,0,92048348104,1.0,0.5,1.0
7,7,0,92061275294,1.0,0.5,1.0
8,8,0,146217558743,1.0,0.5,1.0
9,9,0,92005426404,1.0,0.5,1.0
10,10,0,92027554494,1.0,0.5,1.0
11,11,0,92121805049,1.0,0.5,1.0
12,12,0,96921797251,1.0,0.5,1.0
13,13,0,358240854990,1.0,0.5,1.0
14,14,0,96916488874,1.0,0.5,1.0
15,15,0,96915364772,1.0,0.5,1.0
16,16,0,96914382777,1.0,0.5,1.0
17,17,0,96915303725,1.0,0.5,1.0
18,18,0,70609104603,1.0,0.25,2.0
19,19,0,70609779860,1.0,0.25,2.0
20,20,0,70599997294,1.0,0.25,2.0
21,21,0,70609462197,1.0,0.25,2.0
22,22,0,70609325068,1.0,0.25,2.0
23,23,0,70634157682,1.0,0.25,2.0
24,24,0,70608934334,1.0,0.25,2.0
25,25,0,105124038734,1.0,0.5,1.0
26,26,0,105126720436,1.0,0.5,1.0
27,27,0,105123832109,1.0,0.5,1.0
28,28,0,105235222191,1.0,0.5,1.0
29,29,0,105123342775,1.0,0.5,1.0
30,30,0,105215206229,1.0,0.5,1.0
31,31,0,105127175243,1.0,0.5,1.0
32,32,0,105124215145,1.0,0.5,1.0
33,33,0,105124110673,1.0,0.5,1.0
34,34,0,105124560765,1.0,0.5,1.0
35,35,0,96915232214,1.0,0.5,1.0
36,36,0,97192717086,1.0,0.5,1.0
37,37,0,96914917362,1.0,0.5,1.0
38,38,0,96915267430,1.0,0.5,1.0
39,39,0,96915267423,1.0,0.5,1.0
40,40,0,96915341328,1.0,0.5,1.0
41,41,0,96921704492,1.0,0.5,1.0
42,42,0,70550694265,1.0,0.5,1.0
43,43,0,70515590928,1.0,0.5,1.0
44,44,0,70525860597,1.0,0.5,1.0
45,45,0,70514666772,1.0,0.5,1.0
46,46,0,70549859030,1.0,0.5,1.0
47,47,0,70517639324,1.0,0.5,1.0
48,48,0,70550344666,1.0,0.5,1.0
49,49,0,70528928234,1.0,0.5,1.0
50,50,0,92172532997,1.0,1.0,3.0
51,51,0,159584455134,1.0,1.0,3.0
52,52,0,92173999325,1.0,1.0,3.0
53,53,0,92003311000,1.0,1.0,3.0
54,54,0,92067664558,1.0,1.0,3.0
55,55,0,92117086952,1.0,1.0,3.0
56,56,0,104791499787,1.0,0.5,1.0
57,57,0,104792148947,1.0,0.5,1.0
58,58,0,104791921918,1.0,0.5,1.0
59,59,0,104800886835,1.0,0.5,1.0
60,60,0,104791951845,1.0,0.5,1.0
61,61,0,104792041703,1.0,0.5,1.0
62,62,0,104792155196,1.0,0.5,1.0
63,63,0,104792809483,1.0,0.5,1.0
64,64,0,104791627994,1.0,0.5,1.0
65,65,0,104792476148,1.0,0.5,1.0
66,66,0,104791011321,1.0,0.5,1.0
67,67,0,104791627997,1.0,0.5,1.0
68,68,0,104791526314,1.0,0.5,1.0
69,69,0,104793279469,1.0,0.5,1.0
70,70,0,104792130854,1.0,0.5,1.0
71,71,0,104792458301,1.0,0.5,1.0
72,72,0,104790402265,1.0,0.5,1.0
73,73,0,104792148942,1.0,0.5,1.0
74,74,0,104792351671,1.0,0.5,1.0
75,75,0,104791141005,1.0,0.5,1.0
76,76,0,104791550372,1.0,0.5,1.0
77,77,0,104791526319,1.0,0.5,1.0
78,78,0,104791581597,1.0,0.5,1.0
79,79,0,104791967381,1.0,0.5,1.0
80,80,0,91961899917,1.0,0.5,1.0
81,81,0,92054192053,1.0,0.5,1.0
82,82,0,92128737690,1.0,0.5,1.0
83,83,0,92128160233,1.0,0.5,1.0
84,84,0,92152448654,1.0,0.5,1.0
85,85,0,92079676401,1.0,0.5,1.0
86,86,0,92074916337,1.0,0.5,1.0
87,87,0,92131787509,1.0,0.5,1.0
88,88,0,92037415156,1.0,0.5,1.0
89,89,0,92070935525,1.0,0.5,1.0
90,90,0,92068621765,1.0,0.5,1.0
91,91,0,92128703640,1.0,0.5,1.0
92,92,0,92052931444,1.0,0.5,1.0
93,93,0,92005517755,1.0,0.5,1.0
94,94,0,92138156404,1.0,0.5,1.0
95,95,0,104792376663,1.0,0.5,1.0
96,96,0,104791526308,1.0,0.5,1.0
97,97,0,105126914375,1.0,0.5,1.0
98,98,0,104800852489,1.0,0.5,1.0
99,99,0,105215165715,1.0,0.5,1.0
100,100,0,104791581593,1.0,0.5,1.0
101,101,0,290878120126,1.0,0.5,1.0
102,102,0,104791951844,1.0,0.5,1.0
103,103,0,92105641364,1.0,0.5,1.0
104,104,0,92140167671,1.0,0.5,1.0
105,105,0,92104390606,1.0,0.5,1.0
106,106,0,92115132711,1.0,0.5,1.0
107,107,0,92053946727,1.0,0.5,1.0
108,108,0,141692208892,1.0,0.5,1.0
109,109,0,141683383408,1.0,0.5,1.0
110,110,0,141686770094,1.0,0.5,1.0
111,111,0,92176385515,1.0,0.5,1.0
112,112,0,92113655550,1.0,0.5,1.0
113,113,0,92118792691,1.0,0.5,1.0
114,114,0,92116826404,1.0,0.5,1.0
115,115,0,92255492230,1.0,0.5,1.0
116,116,0,92035093729,1.0,0.5,1.0
117,117,0,92155369893,1.0,0.5,1.0
118,118,0,92150550691,1.0,0.5,1.0
119,119,0,219468848326,1.0,0.5,1.0
120,120,0,92160570272,1.0,0.5,1.0
121,121,0,92064780686,1.0,1.0,3.0
122,122,0,92081714881,1.0,1.0,3.0
123,123,0,289092479968,1.0,1.0,3.0
124,124,0,92089095684,1.0,1.0,3.0
125,125,0,91995401452,1.0,1.0,3.0
126,126,0,92078259984,1.0,1.0,3.0
127,127,0,92028193745,1.0,1.0,3.0
128,128,0,92070984234,1.0,1.0,3.0
129,129,0,68669716994,1.0,0.5,1.0
130,130,0,79506723325,1.0,0.5,1.0
131,131,0,68670242431,1.0,0.5,1.0
132,132,0,222653945553,1.0,0.5,1.0
133,133,0,68670238025,1.0,0.5,1.0
134,134,0,68671790797,1.0,0.5,1.0
135,135,0,68671081225,1.0,0.5,1.0
136,136,0,108569645120,1.0,0.5,1.0
137,137,0,373215977003,1.0,0.5,1.0
138,138,0,373204374580,1.0,0.5,1.0
139,139,0,373216029036,1.0,0.5,1.0
140,140,0,373220183881,1.0,0.5,1.0
141,141,0,373205737242,1.0,0.5,1.0
142,142,0,373220251194,1.0,0.5,1.0
143,143,0,373216008407,1.0,0.5,1.0
144,144,0,373220226719,1.0,0.5,1.0
145,145,0,373215976999,1.0,0.5,1.0
146,146,0,373216050677,1.0,0.5,1.0
147,147,0,102894346373,1.0,1.0,3.0
148,148,0,103563708139,1.0,1.0,3.0
149,149,0,102892529513,1.0,1.0,3.0
150,150,0,102979795647,1.0,1.0,3.0
151,151,0,102894815241,1.0,1.0,3.0
152,152,0,102894374054,1.0,1.0,3.0
153,153,0,102894397939,1.0,1.0,3.0
154,154,0,102894131400,1.0,1.0,3.0
155,155,0,102893244768,1.0,1.0,3.0
156,156,0,102893269418,1.0,1.0,3.0
157,157,0,102894346375,1.0,1.0,3.0
158,158,0,74465719510,1.0,1.0,3.0
159,159,0,74465235688,1.0,1.0,3.0
160,160,0,105209413369,1.0,1.0,3.0
161,161,0,74464573536,1.0,1.0,3.0
162,162,0,74471308903,1.0,1.0,3.0
163,163,0,74463927045,1.0,1.0,3.0
164,164,0,96916488873,1.0,0.5,1.0
165,165,0,96915990489,1.0,0.5,1.0
166,166,0,96916488872,1.0,0.5,1.0
167,167,0,96917031492,1.0,0.5,1.0
168,168,0,96916043190,1.0,0.5,1.0
169,169,0,97371941388,1.0,0.5,1.0
170,170,0,96915406617,1.0,0.5,1.0
171,171,0,96915990488,1.0,0.5,1.0
172,172,0,96916825329,1.0,0.5,1.0
173,173,0,96915267428,1.0,0.5,1.0
174,174,0,373578944034,1.0,0.5,1.0
175,175,0,373579085649,1.0,0.5,1.0
176,176,0,373578848224,1.0,0.5,1.0
177,177,0,373578848223,1.0,0.5,1.0
178,178,0,373578754911,1.0,0.5,1.0
179,179,0,373578919858,1.0,0.5,1.0
180,180,0,373579035480,1.0,0.5,1.0
181,181,0,373578576840,1.0,0.5,1.0
182,182,0,373578658372,1.0,0.5,1.0
183,183,0,373578899665,1.0,0.5,1.0
184,184,0,373578848227,1.0,0.5,1.0
185,185,0,373578658375,1.0,0.5,1.0
186,186,0,92060126314,1.0,0.5,1.0
187,187,0,92004492240,1.0,0.5,1.0
188,188,0,92049447557,1.0,0.5,1.0
189,189,0,92154595352,1.0,0.5,1.0
190,190,0,92027238668,1.0,0.5,1.0
191,191,0,91999808775,1.0,0.5,1.0
192,192,0,73748528334,1.0,0.5,1.0
193,193,0,92056052081,1.0,0.5,1.0
194,194,0,92097937728,1.0,0.5,1.0
195,195,0,92078442269,1.0,0.5,1.0
196,196,0,91994233705,1.0,0.5,1.0
197,197,0,92090595792,1.0,0.5,1.0
198,198,0,91961876101,1.0,0.5,1.0
199,199,0,92035838421,1.0,0.5,1.0
200,200,0,92091706272,1.0,0.5,1.0
201,201,0,92126503771,1.0,0.5,1.0
202,202,0,92131703324,1.0,0.5,1.0
203,203,0,92030122366,1.0,0.5,1.0
204,204,0,92153473438,1.0,0.5,1.0
205,205,0,92032910668,1.0,0.5,1.0
206,206,0,91998814505,1.0,0.5,1.0
207,207,0,91998677477,1.0,0.5,1.0
208,208,0,92163235405,1.0,0.5,1.0
209,209,0,277671555357,1.0,0.5,1.0
210,210,0,104792344441,1.0,0.5,1.0
211,211,0,105029876307,1.0,0.5,1.0
212,212,0,104791499784,1.0,0.5,1.0
213,213,0,104791581595,1.0,0.5,1.0
214,214,0,104792130855,1.0,0.5,1.0
215,215,0,104792005922,1.0,0.5,1.0
216,216,0,104791355580,1.0,0.5,1.0
217,217,0,104791967400,1.0,0.5,1.0
218,218,0,110052863148,1.0,0.5,1.0
219,219,0,102894346372,1.0,1.0,3.0
220,220,0,102893188339,1.0,1.0,3.0
221,221,0,102892828004,1.0,1.0,3.0
222,222,0,102893299823,1.0,1.0,3.0
223,223,0,102983126799,1.0,1.0,3.0
224,224,0,102893142411,1.0,1.0,3.0
225,225,0,102893244765,1.0,1.0,3.0
226,226,0,102892609302,1.0,1.0,3.0
227,227,0,102983106586,1.0,1.0,3.0
228,228,0,102892982852,1.0,1.0,3.0
229,229,0,102913354357,1.0,1.0,3.0
230,230,0,104791526309,1.0,0.5,1.0
231,231,0,104792041700,1.0,0.5,1.0
232,232,0,104792175392,1.0,0.5,1.0
233,233,0,104794598142,1.0,0.5,1.0
234,234,0,104791526313,1.0,0.5,1.0
235,235,0,259731772237,1.0,0.5,1.0
236,236,0,104791526322,1.0,0.5,1.0
237,237,0,104792275448,1.0,0.5,1.0
238,238,0,92122940664,1.0,0.5,1.0
239,239,0,92077596739,1.0,0.5,1.0
240,240,0,91997217580,1.0,0.5,1.0
241,241,0,92031748228,1.0,0.5,1.0
242,242,0,91994360124,1.0,0.5,1.0
243,243,0,92043849192,1.0,0.5,1.0
244,244,0,92028015946,1.0,0.5,1.0
245,245,0,92029313082,1.0,0.5,1.0
246,246,0,92044810499,1.0,0.5,1.0
247,247,0,105127067560,1.0,0.5,1.0
248,248,0,105124543254,1.0,0.5,1.0
249,249,0,105123430414,1.0,0.5,1.0
250,250,0,105127068497,1.0,0.5,1.0
251,251,0,105123311154,1.0,0.5,1.0
252,252,0,105123832110,1.0,0.5,1.0
253,253,0,105124143932,1.0,0.5,1.0
254,254,0,105127107489,1.0,0.5,1.0
255,255,0,105123994069,1.0,0.5,1.0
256,256,0,104792102079,1.0,0.5,1.0
257,257,0,104794669072,1.0,0.5,1.0
258,258,0,104790977216,1.0,0.5,1.0
259,259,0,104791671148,1.0,0.5,1.0
260,260,0,104807892665,1.0,0.5,1.0
261,261,0,104792344447,1.0,0.5,1.0
262,262,0,104792148948,1.0,0.5,1.0
263,263,0,104792041699,1.0,0.5,1.0
264,264,0,80217686822,1.0,0.5,1.0
265,265,0,80221115787,1.0,0.5,1.0
266,266,0,219472658120,1.0,0.5,1.0
267,267,0,80217889873,1.0,0.5,1.0
268,268,0,80214021384,1.0,0.5,1.0
269,269,0,80674083692,1.0,0.5,1.0
270,270,0,80220127226,1.0,0.5,1.0
271,271,0,80215904318,1.0,0.5,1.0
272,272,0,80221674978,1.0,0.5,1.0
273,273,0,80222687047,1.0,0.5,1.0
274,274,0,159596203493,1.0,1.0,3.0
275,275,0,80222583179,1.0,1.0,3.0
276,276,0,80225894690,1.0,0.5,1.0
277,277,0,80261435188,1.0,0.5,1.0
278,278,0,80214194819,1.0,0.5,1.0
279,279,0,80214841646,1.0,0.5,1.0
280,280,0,80218302533,1.0,0.5,1.0
281,281,0,169231879286,1.0,1.0,3.0
282,282,0,295462502002,1.0,0.5,1.0
283,283,0,104790782509,1.0,0.5,1.0
284,284,0,104791450693,1.0,0.5,1.0
285,285,0,104792275449,1.0,0.5,1.0
286,286,0,104791450689,1.0,0.5,1.0
287,287,0,104792102088,1.0,0.5,1.0
288,288,0,104792148946,1.0,0.5,1.0
289,289,0,104791526323,1.0,0.5,1.0
290,290,0,104791499779,1.0,0.5,1.0
291,291,0,104791581591,1.0,0.5,1.0
292,292,0,104792297949,1.0,0.5,1.0
293,293,0,105034854626,1.0,0.5,1.0
294,294,0,105215916083,1.0,0.5,1.0
295,295,0,104792817028,1.0,0.5,1.0
296,296,0,104792326077,1.0,0.5,1.0
297,297,0,104790708927,1.0,0.5,1.0
298,298,0,104791450680,1.0,0.5,1.0
299,299,0,104791967249,1.0,0.5,1.0
300,300,0,105214880884,1.0,0.5,1.0
301,301,0,91997307785,1.0,0.5,1.0
302,302,0,92071411241,1.0,0.5,1.0
303,303,0,92086281817,1.0,0.5,1.0
304,304,0,92035739911,1.0,0.5,1.0
305,305,0,92110431119,1.0,0.5,1.0
306,306,0,91993626924,1.0,0.5,1.0
307,307,0,92035093727,1.0,0.5,1.0
308,308,0,92042024757,1.0,0.5,1.0
309,309,0,92092036154,1.0,0.5,1.0
310,310,0,92086313749,1.0,0.5,1.0
311,311,0,70549264838,1.0,0.5,1.0
312,312,0,70515357531,1.0,0.5,1.0
313,313,0,70550468325,1.0,0.5,1.0
314,314,0,70514158978,1.0,0.5,1.0
315,315,0,70515330281,1.0,0.5,1.0
316,316,0,70524304570,1.0,0.5,1.0
317,317,0,96574580207,1.0,0.5,1.0
318,318,0,70523742351,1.0,0.5,1.0
319,319,0,70537550056,1.0,0.5,1.0
320,320,0,70609095181,1.0,0.25,2.0
321,321,0,70620014404,1.0,0.25,2.0
322,322,0,70609513474,1.0,0.25,2.0
323,323,0,70598530659,1.0,0.25,2.0
324,324,0,70609174490,1.0,0.25,2.0
325,325,0,70609121212,1.0,0.25,2.0
326,326,0,70609568676,1.0,0.25,2.0
327,327,0,70773916889,1.0,0.25,2.0
328,328,0,70634157681,1.0,0.25,2.0
329,329,0,70608779155,1.0,0.25,2.0
330,330,0,70609828769,1.0,0.25,2.0
331,331,0,250619312295,1.0,0.5,1.0
332,332,0,363995027666,1.0,0.5,1.0
333,333,0,250621520883,1.0,0.5,1.0
334,334,0,250685739242,1.0,0.5,1.0
335,335,0,250619353318,1.0,0.5,1.0
336,336,0,250618186609,1.0,0.5,1.0
337,337,0,250623081698,1.0,0.5,1.0
338,338,0,250621558171,1.0,0.5,1.0
339,339,0,92177910922,1.0,0.5,1.0
340,340,0,92124387453,1.0,0.5,1.0
341,341,0,92100018153,1.0,0.5,1.0
342,342,0,92768602789,1.0,0.5,1.0
343,343,0,92027238667,1.0,0.5,1.0
344,344,0,92046829143,1.0,0.5,1.0
345,345,0,92105641360,1.0,0.5,1.0
346,346,0,92088246230,1.0,0.5,1.0
347,347,0,92027503704,1.0,0.5,1.0
348,348,0,92175878259,1.0,0.5,1.0
349,349,0,92087434349,1.0,0.5,1.0
350,350,0,92087434350,1.0,0.5,1.0
351,351,0,346026837197,1.0,0.5,1.0
352,352,0,92081390958,1.0,0.5,1.0
353,353,0,92088246233,1.0,0.5,1.0
354,354,0,92031251261,1.0,0.5,1.0
355,355,0,92131333225,1.0,0.5,1.0
356,356,0,68669535924,1.0,0.5,1.0
357,357,0,68670212936,1.0,0.5,1.0
358,358,0,68665908129,1.0,0.5,1.0
359,359,0,68668555863,1.0,0.5,1.0
360,360,0,68670241816,1.0,0.5,1.0
361,361,0,68667872328,1.0,0.5,1.0
362,362,0,68670937113,1.0,0.5,1.0
363,363,0,68670252127,1.0,0.5,1.0
364,364,0,96552717883,1.0,0.5,1.0
365,365,0,350056617067,1.0,0.5,1.0
366,366,0,105341326176,1.0,0.5,1.0
367,367,0,104790851496,1.0,0.5,1.0
368,368,0,104791550368,1.0,0.5,1.0
369,369,0,371900192468,1.0,0.5,1.0
370,370,0,104792326078,1.0,0.5,1.0
371,371,0,104792102078,1.0,0.5,1.0
372,372,0,104791721905,1.0,0.5,1.0
373,373,0,107525015092,1.0,0.5,1.0
374,374,0,104792344438,1.0,0.5,1.0
375,375,0,80679666172,1.0,0.5,1.0
376,376,0,80680196959,1.0,0.5,1.0
377,377,0,80678617812,1.0,0.5,1.0
378,378,0,80669852866,1.0,0.5,1.0
379,379,0,80675531250,1.0,0.5,1.0
380,380,0,249664390634,1.0,0.5,1.0
381,381,0,80667140335,1.0,1.0,3.0
382,382,0,73747258778,1.0,0.5,1.0
383,383,0,73747506586,1.0,0.5,1.0
384,384,0,73749599613,1.0,0.5,1.0
385,385,0,73747992400,1.0,0.5,1.0
386,386,0,87300492719,1.0,0.5,1.0
387,387,0,73750100488,1.0,0.5,1.0
388,388,0,73746288855,1.0,0.5,1.0
389,389,0,73752010435,1.0,0.5,1.0
390,390,0,92159120649,1.0,0.5,1.0
391,391,0,91989940146,1.0,0.5,1.0
392,392,0,92094389504,1.0,0.5,1.0
393,393,0,92117675601,1.0,0.5,1.0
394,394,0,92000208792,1.0,0.5,1.0
395,395,0,92140459414,1.0,0.5,1.0
396,396,0,92118456958,1.0,0.5,1.0
397,397,0,92098251997,1.0,0.5,1.0
398,398,0,91961944719,1.0,0.5,1.0
399,399,0,92158425829,1.0,0.5,1.0
400,400,0,91993819503,1.0,0.5,1.0
401,401,0,92151738831,1.0,0.5,1.0
402,402,0,92172598637,1.0,0.5,1.0
403,403,0,92169301486,1.0,0.5,1.0
404,404,0,91993732739,1.0,0.5,1.0
405,405,0,92027365839,1.0,0.5,1.0
406,406,0,92156288121,1.0,0.5,1.0
407,407,0,92162049833,1.0,0.5,1.0
408,408,0,92031533771,1.0,0.5,1.0
409,409,0,250619320203,1.0,0.5,1.0
410,410,0,250621954180,1.0,0.5,1.0
411,411,0,250619277828,1.0,0.5,1.0
412,412,0,250617151887,1.0,0.5,1.0
413,413,0,250625159096,1.0,0.5,1.0
414,414,0,250621754046,1.0,0.5,1.0
415,415,0,250623049385,1.0,0.5,1.0
416,416,0,250621986567,1.0,0.5,1.0
417,417,0,250619362561,1.0,0.5,1.0
418,418,0,74461638515,1.0,1.0,3.0
419,419,0,214679258893,1.0,1.0,3.0
420,420,0,74461506229,1.0,1.0,3.0
421,421,0,74468363743,1.0,1.0,3.0
422,422,0,74467721782,1.0,1.0,3.0
423,423,0,104790744735,1.0,0.5,1.0
424,424,0,104792148939,1.0,0.5,1.0
425,425,0,104790859129,1.0,0.5,1.0
426,426,0,104792555324,1.0,0.5,1.0
427,427,0,104792102076,1.0,0.5,1.0
428,428,0,104791526317,1.0,0.5,1.0
429,429,0,289987165774,1.0,0.5,1.0
430,430,0,250621732614,1.0,0.5,1.0
431,431,0,250618213286,1.0,0.5,1.0
432,432,0,250619312294,1.0,0.5,1.0
433,433,0,250621754049,1.0,0.5,1.0
434,434,0,250623081695,1.0,0.5,1.0
435,435,0,70518679201,1.0,0.5,1.0
436,436,0,70518056983,1.0,0.5,1.0
437,437,0,70518844768,1.0,0.5,1.0
438,438,0,250621632569,1.0,0.5,1.0
439,439,0,250619380616,1.0,0.5,1.0
440,440,0,250611032428,1.0,0.5,1.0
441,441,0,250618186610,1.0,0.5,1.0
442,442,0,250623081697,1.0,0.5,1.0
443,443,0,250625138201,1.0,0.5,1.0
444,444,0,250621509278,1.0,0.5,1.0
445,445,0,250621754048,1.0,0.5,1.0
446,446,0,250621993830,1.0,0.5,1.0
447,447,0,250618235905,1.0,0.5,1.0
448,448,0,143876474728,1.0,0.5,1.0
449,449,0,143876266446,1.0,0.5,1.0
450,450,0,143874131475,1.0,0.5,1.0
451,451,0,143874145625,1.0,0.5,1.0
452,452,0,143876206083,1.0,0.5,1.0
453,453,0,143921629853,1.0,0.5,1.0
454,454,0,143876685889,1.0,0.5,1.0
455,455,0,143872877813,1.0,0.5,1.0
456,456,0,143921517044,1.0,0.5,1.0
457,457,0,143876434066,1.0,0.5,1.0
458,458,0,143921517042,1.0,0.5,1.0
459,459,0,70549523761,1.0,0.5,1.0
460,460,0,70528904102,1.0,0.5,1.0
461,461,0,70519167337,1.0,0.5,1.0
462,462,0,70518356297,1.0,0.5,1.0
463,463,0,70550886666,1.0,0.5,1.0
464,464,0,70550223529,1.0,0.5,1.0
465,465,0,93510313429,1.0,0.5,1.0
466,466,0,93528350088,1.0,0.5,1.0
467,467,0,93512634252,1.0,0.5,1.0
468,468,0,346047080151,1.0,0.5,1.0
469,469,0,93516757997,1.0,0.5,1.0
470,470,0,93525485854,1.0,0.5,1.0
471,471,0,93518488205,1.0,0.5,1.0
472,472,0,104791627995,1.0,0.5,1.0
473,473,0,197665067829,1.0,0.5,1.0
474,474,0,104791921917,1.0,0.5,1.0
475,475,0,104800738909,1.0,0.5,1.0
476,476,0,104792809482,1.0,0.5,1.0
477,477,0,104791571897,1.0,0.5,1.0
478,478,0,104792102082,1.0,0.5,1.0
479,479,0,92163329757,1.0,0.5,1.0
480,480,0,277670933362,1.0,0.5,1.0
481,481,0,92109445760,1.0,0.5,1.0
482,482,0,92004705210,1.0,0.5,1.0
483,483,0,92000430627,1.0,0.5,1.0
484,484,0,92001015048,1.0,0.5,1.0
485,485,0,92005629026,1.0,0.5,1.0
486,486,0,70524734579,1.0,0.5,1.0
487,487,0,70529463393,1.0,0.5,1.0
488,488,0,70550002321,1.0,0.5,1.0
489,489,0,70536764520,1.0,0.5,1.0
490,490,0,89878793560,1.0,0.5,1.0
491,491,0,70538022067,1.0,0.5,1.0
492,492,0,96916943622,1.0,0.5,1.0
493,493,0,96916336080,1.0,0.5,1.0
494,494,0,96915561011,1.0,0.5,1.0
495,495,0,96915192878,1.0,0.5,1.0
496,496,0,96940757679,1.0,0.5,1.0
497,497,0,96917056612,1.0,0.5,1.0
498,498,0,96915582434,1.0,0.5,1.0
499,499,0,96916336082,1.0,0.5,1.0
500,500,0,96916336091,1.0,0.5,1.0
501,501,0,102983566292,1.0,1.0,3.0
502,502,0,102983445708,1.0,1.0,3.0
503,503,0,102983257511,1.0,1.0,3.0
504,504,0,102983257512,1.0,1.0,3.0
505,505,0,102983644369,1.0,1.0,3.0
506,506,0,102983655390,1.0,1.0,3.0
507,507,0,198385423316,1.0,1.0,3.0
508,508,0,102983239692,1.0,1.0,3.0
